Day;Line;Direction;Stop name;Stop id;Theorical arrival time;Arrival time delay;Departure time delay
2022-08-12;SEM:15;Chenevieres;Gières, Champrondet;SEM:0331;1660335780;0;13
2022-08-12;SEM:15;Les Arnauds;Gières, Le Japin;SEM:1045;1660334580;0;63
2022-08-12;SEM:15;Les Arnauds;Gières, Le Japin;SEM:1045;1660337340;0;100
2022-08-12;SEM:15;Chenevieres;Gières, Le Japin;SEM:1045;1660335840;0;12
2022-08-12;SEM:15;Les Arnauds;Murianette, La Perrière;SEM:0041;1660334626;0;63
2022-08-12;SEM:15;Les Arnauds;Murianette, La Perrière;SEM:0041;1660337386;0;100
2022-08-12;SEM:15;Chenevieres;Murianette, La Perrière;SEM:0041;1660335886;0;12
2022-08-12;SEM:15;Les Arnauds;Murianette, Le Bourg;SEM:0039;1660334681;0;64
2022-08-12;SEM:15;Les Arnauds;Murianette, Le Bourg;SEM:0039;1660337441;0;100
2022-08-12;SEM:15;Chenevieres;Murianette, Le Bourg;SEM:0039;1660335942;0;23
2022-08-12;SEM:15;Les Arnauds;Murianette, La Briot;SEM:1531;1660334722;0;65
2022-08-12;SEM:15;Les Arnauds;Murianette, La Briot;SEM:1531;1660337482;0;101
2022-08-12;SEM:15;Chenevieres;Murianette, La Briot;SEM:1531;1660335983;0;24
2022-08-12;SEM:15;Les Arnauds;Murianette, Les Rivets;SEM:0529;1660334771;0;65
2022-08-12;SEM:15;Les Arnauds;Murianette, Les Rivets;SEM:0529;1660337532;0;79
2022-08-12;SEM:15;Chenevieres;Murianette, Les Rivets;SEM:0529;1660336032;0;13
2022-08-12;SEM:15;Les Arnauds;Domène, Les Mortes;SEM:0527;1660334816;0;66
2022-08-12;SEM:15;Les Arnauds;Domène, Les Mortes;SEM:0527;1660337576;0;90
2022-08-12;SEM:15;Chenevieres;Domène, Les Mortes;SEM:0527;1660336078;0;13
2022-08-12;SEM:15;Les Arnauds;Domène, L'Oratoire;SEM:0526;1660334865;0;66
2022-08-12;SEM:15;Chenevieres;Domène, L'Oratoire;SEM:0526;1660336127;0;13
2022-08-12;SEM:15;Les Arnauds;Domène, Coubertin;SEM:1771;1660334907;0;66
2022-08-12;SEM:15;Chenevieres;Domène, Coubertin;SEM:1771;1660336170;0;12
2022-08-12;SEM:15;Les Arnauds;Domène, Domène Mairie;SEM:1278;1660334940;0;66
2022-08-12;SEM:15;Chenevieres;Domène, Domène Mairie;SEM:1278;1660336200;0;15
2022-08-12;SEM:15;Chenevieres;Domène, Le Prieuré;SEM:0523;1660336251;0;15
2022-08-12;SEM:15;Chenevieres;Domène, Les Vernes;SEM:1160;1660336294;0;33
2022-08-12;SEM:15;Les Arnauds;Domène, René Cassin;SEM:1081;1660335025;0;67
2022-08-12;SEM:15;Verdun Prefect.;Domène, Les Arnauds;SEM:0525;1660336260;0;0
2022-08-12;SEM:15;Verdun Prefect.;Domène, René Cassin;SEM:1080;1660336330;0;0
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Champ Roman;SEM:1550;1660335527;0;45
2022-08-12;SEM:15;Verdun Prefect.;Grenoble, Flandrin - Valmy;SEM:4025;1660335960;0;62
2022-08-12;SEM:15;Les Arnauds;Grenoble, Verdun - Préfecture;SEM:4027;1660336260;0;62
2022-08-12;SEM:15;Les Arnauds;Grenoble, Flandrin - Valmy;SEM:4026;1660336440;0;62
2022-08-12;SEM:15;Chenevieres;Saint-Martin-d'Hères, Champ Roman;SEM:1277;1660335337;0;43
2022-08-12;SEM:15;Les Arnauds;Saint-Martin-d'Hères, Champ Roman;SEM:1277;1660336837;0;64
2022-08-12;SEM:15;Chenevieres;Saint-Martin-d'Hères, Porte du Grésivaudan;SEM:1864;1660335458;0;43
2022-08-12;SEM:15;Les Arnauds;Saint-Martin-d'Hères, Porte du Grésivaudan;SEM:1864;1660336958;0;64
2022-08-12;SEM:15;Les Arnauds;Gières, Le Sonnant;SEM:0533;1660337018;0;64
2022-08-12;SEM:15;Chenevieres;Gières, Le Sonnant;SEM:0533;1660335518;0;43
2022-08-12;SEM:15;Les Arnauds;Gières, Place de la République;SEM:1565;1660337160;0;63
2022-08-12;SEM:15;Chenevieres;Gières, Place de la République;SEM:1565;1660335660;0;42
2022-08-12;SEM:15;Les Arnauds;Gières, Le Japin;SEM:1045;1660337340;0;63
2022-08-12;SEM:15;Chenevieres;Gières, Le Japin;SEM:1045;1660335840;0;42
2022-08-12;SEM:15;Les Arnauds;Murianette, La Briot;SEM:1531;1660337482;0;64
2022-08-12;SEM:15;Les Arnauds;Domène, L'Oratoire;SEM:0526;1660337625;0;64
2022-08-12;SEM:15;Les Arnauds;Domène, Coubertin;SEM:1771;1660337667;0;64
2022-08-12;SEM:15;Chenevieres;Domène, Domène Mairie;SEM:1278;1660336200;0;45
2022-08-12;SEM:15;Chenevieres;Domène, Le Prieuré;SEM:0523;1660336255;0;44
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Clinique Belledonne;SEM:0910;1660335600;0;64
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Neyrpic - Belledonne;SEM:0911;1660335682;0;64
2022-08-12;SEM:15;Verdun Prefect.;Saint-Martin-d'Hères, Péri - Brossolette;SEM:0912;1660335782;0;63
2022-08-12;SEM:15;Verdun Prefect.;Grenoble, Bir Hakeim;SEM:0785;1660336136;0;62
2022-08-12;SEM:15;Les Arnauds;Grenoble, Bir Hakeim;SEM:0786;1660336324;0;63
2022-08-12;SEM:15;Chenevieres;Grenoble, Flandrin - Valmy;SEM:4026;1660334940;0;59
2022-08-12;SEM:15;Les Arnauds;Saint-Martin-d'Hères, Péri - Brossolette;SEM:0537;1660336598;0;63
2022-08-12;SEM:15;Les Arnauds;Saint-Martin-d'Hères, Neyrpic - Belledonne;SEM:0536;1660336666;0;63
2022-08-12;SEM:15;Chenevieres;Saint-Martin-d'Hères, Clinique Belledonne;SEM:0909;1660335240;0;42
2022-08-12;SEM:15;Les Arnauds;Saint-Martin-d'Hères, Clinique Belledonne;SEM:0909;1660336740;0;63
2022-08-12;SEM:15;Les Arnauds;Gières, Edelweiss;SEM:0334;1660337095;0;64
2022-08-12;SEM:15;Chenevieres;Gières, Edelweiss;SEM:0334;1660335595;0;43
